file,func,tool,gt_multiclass,pred_multiclass,message,is_correct
dict.c,_dictInit,nan,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,_dictKeyIndex,nan,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,_dictReset,nan,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictAdd,nan,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictDelete,nan,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictExpand,nan,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictInitIterator,nan,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictRelease,nan,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictReplace,nan,CWE-416,NO_CWE,LLM as reference GT,False
examples\example-ae.c,connectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-ae.c,disconnectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-ae.c,getCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-ae.c,main,nan,CWE-125,NO_CWE,LLM as reference GT,False
examples\example-ivykis.c,connectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-ivykis.c,disconnectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-ivykis.c,getCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-ivykis.c,main,nan,CWE-125,NO_CWE,LLM as reference GT,False
examples\example-libev.c,connectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libev.c,disconnectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libev.c,getCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libev.c,main,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libevent-ssl.c,connectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libevent-ssl.c,disconnectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libevent-ssl.c,getCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libevent-ssl.c,main,nan,CWE-125,NO_CWE,LLM as reference GT,False
examples\example-libevent.c,connectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libevent.c,disconnectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libevent.c,getCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libevent.c,main,nan,CWE-125,NO_CWE,LLM as reference GT,False
examples\example-libhv.c,connectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libhv.c,debugCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libhv.c,disconnectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libhv.c,getCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libhv.c,main,nan,CWE-125,NO_CWE,LLM as reference GT,False
examples\example-libsdevent.c,connectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libsdevent.c,debugCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libsdevent.c,disconnectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libsdevent.c,getCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libsdevent.c,main,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libuv.c,connectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libuv.c,debugCallback,nan,NO_CWE,NO_CWE,LLM as reference GT,True
examples\example-libuv.c,disconnectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libuv.c,getCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libuv.c,main,nan,CWE-125,NO_CWE,LLM as reference GT,False
examples\example-macosx.c,connectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-macosx.c,disconnectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-macosx.c,getCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-macosx.c,main,nan,CWE-125,NO_CWE,LLM as reference GT,False
examples\example-poll.c,connectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-poll.c,disconnectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-poll.c,getCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-poll.c,main,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-push.c,assertReplyAndFree,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-push.c,enableClientTracking,nan,NO_CWE,NO_CWE,LLM as reference GT,True
examples\example-push.c,main,nan,CWE-758,NO_CWE,LLM as reference GT,False
examples\example-push.c,privdata_dtor,nan,NO_CWE,NO_CWE,LLM as reference GT,True
examples\example-push.c,pushReplyHandler,nan,CWE-125,NO_CWE,LLM as reference GT,False
examples\example-qt.cpp,getCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-qt.cpp,main,nan,NO_CWE,NO_CWE,LLM as reference GT,True
examples\example-redismoduleapi.c,RedisModule_OnLoad,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-redismoduleapi.c,connectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-redismoduleapi.c,debugCallback,nan,NO_CWE,NO_CWE,LLM as reference GT,True
examples\example-redismoduleapi.c,disconnectCallback,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-redismoduleapi.c,getCallback,nan,NO_CWE,NO_CWE,LLM as reference GT,True
examples\example-ssl.c,main,nan,CWE-476,NO_CWE,LLM as reference GT,False
examples\example.c,example_argv_command,nan,NO_CWE,NO_CWE,LLM as reference GT,True
examples\example.c,main,nan,CWE-476,NO_CWE,LLM as reference GT,False
hiredis.c,__redisAppendCommand,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,__redisSetError,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,bulklen,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,freeReplyObject,nan,CWE-674,NO_CWE,LLM as reference GT,False
hiredis.c,redisAppendCommand,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisAppendCommandArgv,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisAppendFormattedCommand,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisBufferRead,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisBufferWrite,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisEnableKeepAlive,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisEnableKeepAliveWithInterval,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisFormatCommand,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisFree,nan,CWE-416,NO_CWE,LLM as reference GT,False
hiredis.c,redisFreeCommand,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisFreeSdsCommand,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisGetReply,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisGetReplyFromReader,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisHandledPushReply,nan,CWE-476,NO_CWE,LLM as reference GT,False
hiredis.c,redisNextInBandReplyFromReader,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisPushAutoFree,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisReconnect,nan,CWE-125,NO_CWE,LLM as reference GT,False
hiredis.c,redisSetTcpUserTimeout,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisSetTimeout,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisvAppendCommand,nan,NO_CWE,NO_CWE,LLM as reference GT,True
hiredis.c,redisvFormatCommand,nan,CWE-787,NO_CWE,LLM as reference GT,False
net.c,__redisSetError,nan,NO_CWE,NO_CWE,LLM as reference GT,True
net.c,__redisSetErrorFromErrno,nan,CWE-120,NO_CWE,LLM as reference GT,False
net.c,redisCheckConnectDone,nan,CWE-476,NO_CWE,LLM as reference GT,False
net.c,redisCheckSocketError,nan,NO_CWE,NO_CWE,LLM as reference GT,True
net.c,redisContextConnectUnix,nan,CWE-131,NO_CWE,LLM as reference GT,False
net.c,redisContextSetTcpUserTimeout,nan,CWE-758,NO_CWE,LLM as reference GT,False
net.c,redisContextSetTimeout,nan,NO_CWE,NO_CWE,LLM as reference GT,True
net.c,redisContextTimeoutMsec,nan,CWE-190,NO_CWE,LLM as reference GT,False
net.c,redisContextUpdateCommandTimeout,nan,CWE-476,NO_CWE,LLM as reference GT,False
net.c,redisContextUpdateConnectTimeout,nan,CWE-476,NO_CWE,LLM as reference GT,False
net.c,redisContextWaitReady,nan,NO_CWE,NO_CWE,LLM as reference GT,True
net.c,redisCreateSocket,nan,CWE-772,NO_CWE,LLM as reference GT,False
net.c,redisKeepAlive,nan,NO_CWE,NO_CWE,LLM as reference GT,True
net.c,redisNetClose,nan,NO_CWE,NO_CWE,LLM as reference GT,True
net.c,redisNetRead,nan,NO_CWE,NO_CWE,LLM as reference GT,True
net.c,redisNetWrite,nan,CWE-252,NO_CWE,LLM as reference GT,False
net.c,redisPollMillis,nan,NO_CWE,NO_CWE,LLM as reference GT,True
net.c,redisSetBlocking,nan,NO_CWE,NO_CWE,LLM as reference GT,True
net.c,redisSetReuseAddr,nan,NO_CWE,NO_CWE,LLM as reference GT,True
net.c,redisSetTcpNoDelay,nan,NO_CWE,NO_CWE,LLM as reference GT,True
read.c,__redisReaderSetError,nan,NO_CWE,NO_CWE,LLM as reference GT,True
read.c,__redisReaderSetErrorOOM,nan,NO_CWE,NO_CWE,LLM as reference GT,True
read.c,__redisReaderSetErrorProtocolByte,nan,NO_CWE,NO_CWE,LLM as reference GT,True
read.c,chrtos,nan,NO_CWE,NO_CWE,LLM as reference GT,True
read.c,moveToNextTask,nan,CWE-125,NO_CWE,LLM as reference GT,False
read.c,processAggregateItem,nan,NO_CWE,NO_CWE,LLM as reference GT,True
read.c,processBulkItem,nan,CWE-190,NO_CWE,LLM as reference GT,False
read.c,processItem,nan,NO_CWE,NO_CWE,LLM as reference GT,True
read.c,processLineItem,nan,NO_CWE,NO_CWE,LLM as reference GT,True
read.c,redisReaderFeed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
read.c,redisReaderFree,nan,CWE-476,NO_CWE,LLM as reference GT,False
read.c,redisReaderGetReply,nan,CWE-476,NO_CWE,LLM as reference GT,False
read.c,redisReaderGrow,nan,CWE-755,NO_CWE,LLM as reference GT,False
read.c,string2ll,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sds.c,hex_digit_to_int,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sds.c,main,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sds.c,sdsAllocSize,nan,CWE-125,NO_CWE,LLM as reference GT,False
sds.c,sdsIncrLen,nan,CWE-787,NO_CWE,LLM as reference GT,False
sds.c,sdsTest,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sds.c,sds_free,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sds.c,sdsclear,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sds.c,sdscmp,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sds.c,sdsfree,nan,CWE-761,NO_CWE,LLM as reference GT,False
sds.c,sdsfreesplitres,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sds.c,sdsll2str,nan,CWE-787,NO_CWE,LLM as reference GT,False
sds.c,sdsrange,nan,CWE-190,NO_CWE,LLM as reference GT,False
sds.c,sdstolower,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sds.c,sdstoupper,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sds.c,sdsull2str,nan,CWE-787,NO_CWE,LLM as reference GT,False
sds.c,sdsupdatelen,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sockcompat.c,_initWinsock,nan,CWE-366,NO_CWE,LLM as reference GT,False
sockcompat.c,_updateErrno,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sockcompat.c,_wsaErrorToErrno,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sockcompat.c,win32_bind,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sockcompat.c,win32_close,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sockcompat.c,win32_connect,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sockcompat.c,win32_freeaddrinfo,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sockcompat.c,win32_getaddrinfo,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sockcompat.c,win32_getsockopt,nan,CWE-476,NO_CWE,LLM as reference GT,False
sockcompat.c,win32_ioctl,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sockcompat.c,win32_poll,nan,NO_CWE,NO_CWE,LLM as reference GT,True
sockcompat.c,win32_recv,nan,CWE-681,NO_CWE,LLM as reference GT,False
sockcompat.c,win32_redisKeepAlive,nan,CWE-200,NO_CWE,LLM as reference GT,False
sockcompat.c,win32_send,nan,CWE-681,NO_CWE,LLM as reference GT,False
sockcompat.c,win32_setsockopt,nan,CWE-476,NO_CWE,LLM as reference GT,False
ssl.c,__redisSetError,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,initOpensslLocks,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,maybeCheckWant,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,opensslDoLock,nan,CWE-787,NO_CWE,LLM as reference GT,False
ssl.c,redisFreeSSLContext,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,redisInitOpenSSL,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,redisInitiateSSL,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,redisInitiateSSLWithContext,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,redisSSLAsyncRead,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,redisSSLAsyncWrite,nan,CWE-476,NO_CWE,LLM as reference GT,False
ssl.c,redisSSLConnect,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,redisSSLContextSetVerifyName,nan,CWE-476,NO_CWE,LLM as reference GT,False
ssl.c,redisSSLFree,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,redisSSLRead,nan,CWE-754,NO_CWE,LLM as reference GT,False
ssl.c,redisSSLWrite,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,sslLockAcquire,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,sslLockInit,nan,NO_CWE,NO_CWE,LLM as reference GT,True
ssl.c,sslLockRelease,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,array_cb,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,asCleanup,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,as_printerr,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,async_disconnect,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,commandCallback,nan,CWE-121,NO_CWE,LLM as reference GT,False
test.c,connectCallback,nan,CWE-121,NO_CWE,LLM as reference GT,False
test.c,detect_debug_sleep,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,disconnect,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,disconnectCallback,nan,CWE-121,NO_CWE,LLM as reference GT,False
test.c,do_reconnect,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,do_ssl_handshake,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,free_privdata,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,get_redis_version,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,integer_cb,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,main,nan,CWE-201,NO_CWE,LLM as reference GT,False
test.c,millisleep,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,monitor_cb,nan,CWE-617,NO_CWE,LLM as reference GT,False
test.c,null_cb,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,publish_msg,nan,CWE-779,NO_CWE,LLM as reference GT,False
test.c,push_handler,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,push_handler_async,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,send_client_tracking,nan,CWE-779,NO_CWE,LLM as reference GT,False
test.c,send_hello,nan,CWE-617,NO_CWE,LLM as reference GT,False
test.c,subscribe_cb,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,subscribe_channel_a_cb,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,subscribe_channel_b_cb,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,subscribe_with_timeout_cb,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,test_allocator_injection,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_append_formatted_commands,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_async_polling,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_blocking_connection,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,test_blocking_connection_errors,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,test_blocking_connection_timeouts,nan,CWE-119,NO_CWE,LLM as reference GT,False
test.c,test_blocking_io_errors,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,test_command_timeout_during_pubsub,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_format_commands,nan,CWE-134,NO_CWE,LLM as reference GT,False
test.c,test_free_null,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_invalid_timeout_errors,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_monitor,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_privdata_hooks,nan,CWE-590,NO_CWE,LLM as reference GT,False
test.c,test_pubsub_handling,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_pubsub_handling_resp3,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_pubsub_multiple_channels,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_reply_reader,nan,CWE-416,NO_CWE,LLM as reference GT,False
test.c,test_resp3_push_handler,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_resp3_push_options,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_ssl_verify_name,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_tcp_options,nan,CWE-476,NO_CWE,LLM as reference GT,False
test.c,test_throughput,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,test_unix_keepalive,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,timeout_cb,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,unexpected_cb,nan,NO_CWE,NO_CWE,LLM as reference GT,True
test.c,unexpected_push_cb,nan,NO_CWE,NO_CWE,LLM as reference GT,True
alloc.c,hi_free,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
alloc.c,hiredisResetAllocators,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,__redisAsyncCommand,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
async.c,__redisAsyncCopyError,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,__redisAsyncDisconnect,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
async.c,__redisAsyncFree,cppcheck,CWE-416,NO_CWE,LLM as reference GT,False
async.c,__redisAsyncHandleConnect,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,__redisAsyncHandleConnectFailure,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,__redisGetSubscribeCallback,cppcheck,CWE-125,CWE-398,LLM as reference GT,False
async.c,__redisPushCallback,cppcheck,CWE-457,CWE-398,LLM as reference GT,False
async.c,__redisRunCallback,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,__redisRunConnectCallback,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
async.c,__redisRunDisconnectCallback,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
async.c,__redisRunPushCallback,cppcheck,CWE-248,NO_CWE,LLM as reference GT,False
async.c,__redisSetError,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,__redisShiftCallback,cppcheck,CWE-787,NO_CWE,LLM as reference GT,False
async.c,callbackKeyCompare,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,callbackKeyDestructor,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,callbackValDestructor,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisAsyncCommand,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisAsyncCommandArgv,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisAsyncDisconnect,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisAsyncFormattedCommand,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisAsyncFree,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisAsyncHandleRead,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
async.c,redisAsyncHandleTimeout,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisAsyncHandleWrite,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
async.c,redisAsyncRead,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisAsyncSetConnectCallback,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisAsyncSetConnectCallbackNC,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisAsyncSetDisconnectCallback,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
async.c,redisAsyncSetTimeout,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisAsyncWrite,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
async.c,redisIsSubscribeReply,cppcheck,CWE-125,NO_CWE,LLM as reference GT,False
async.c,redisProcessCallbacks,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
async.c,redisvAsyncCommand,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,_dictClear,cppcheck,CWE-125,NO_CWE,LLM as reference GT,False
dict.c,_dictExpandIfNeeded,cppcheck,CWE-190,NO_CWE,LLM as reference GT,False
dict.c,_dictInit,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,_dictKeyIndex,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,_dictReset,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictAdd,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictDelete,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictExpand,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictInitIterator,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictRelease,cppcheck,NO_CWE,NO_CWE,LLM as reference GT,True
dict.c,dictReplace,cppcheck,CWE-416,NO_CWE,LLM as reference GT,False
examples\example-ae.c,connectCallback,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-ae.c,disconnectCallback,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-ae.c,getCallback,cppcheck,CWE-476,CWE-398,LLM as reference GT,False
examples\example-ae.c,main,cppcheck,CWE-125,CWE-398,LLM as reference GT,False
examples\example-ivykis.c,connectCallback,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-ivykis.c,disconnectCallback,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-ivykis.c,getCallback,cppcheck,CWE-476,CWE-398,LLM as reference GT,False
examples\example-ivykis.c,main,cppcheck,CWE-125,CWE-398,LLM as reference GT,False
examples\example-libev.c,connectCallback,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libev.c,disconnectCallback,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
examples\example-libev.c,getCallback,cppcheck,CWE-476,NO_CWE,LLM as reference GT,False
