file,func,tool,gt_binary,pred_binary,message,is_correct
examples\example-libev.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libevent-ssl.c,connectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libevent-ssl.c,disconnectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libevent-ssl.c,getCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libevent-ssl.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libevent.c,connectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libevent.c,disconnectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libevent.c,getCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libevent.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libhv.c,connectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libhv.c,debugCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libhv.c,disconnectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libhv.c,getCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libhv.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libsdevent.c,connectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libsdevent.c,debugCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libsdevent.c,disconnectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libsdevent.c,getCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libsdevent.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libuv.c,connectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libuv.c,debugCallback,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\example-libuv.c,disconnectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libuv.c,getCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-libuv.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-macosx.c,connectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-macosx.c,disconnectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-macosx.c,getCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-macosx.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-poll.c,connectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-poll.c,disconnectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-poll.c,getCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-poll.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-push.c,assertReplyAndFree,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-push.c,enableClientTracking,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\example-push.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-push.c,privdata_dtor,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\example-push.c,pushReplyHandler,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-qt.cpp,getCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-qt.cpp,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\example-redismoduleapi.c,RedisModule_OnLoad,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-redismoduleapi.c,connectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-redismoduleapi.c,debugCallback,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\example-redismoduleapi.c,disconnectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example-redismoduleapi.c,getCallback,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\example-ssl.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\example.c,example_argv_command,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\example.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
hiredis.c,__redisAppendCommand,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,__redisSetError,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,bulklen,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,freeReplyObject,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
hiredis.c,redisAppendCommand,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisAppendCommandArgv,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisAppendFormattedCommand,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisBufferRead,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisBufferWrite,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisEnableKeepAlive,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisEnableKeepAliveWithInterval,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisFormatCommand,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisFree,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
hiredis.c,redisFreeCommand,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisFreeSdsCommand,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisGetReply,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisGetReplyFromReader,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisHandledPushReply,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
hiredis.c,redisNextInBandReplyFromReader,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisPushAutoFree,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisReconnect,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
hiredis.c,redisSetTcpUserTimeout,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisSetTimeout,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisvAppendCommand,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
hiredis.c,redisvFormatCommand,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
net.c,__redisSetError,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
net.c,__redisSetErrorFromErrno,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
net.c,redisCheckConnectDone,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
net.c,redisCheckSocketError,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
net.c,redisContextConnectUnix,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
net.c,redisContextSetTcpUserTimeout,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
net.c,redisContextSetTimeout,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
net.c,redisContextTimeoutMsec,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
net.c,redisContextUpdateCommandTimeout,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
net.c,redisContextUpdateConnectTimeout,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
net.c,redisContextWaitReady,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
net.c,redisCreateSocket,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
net.c,redisKeepAlive,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
net.c,redisNetClose,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
net.c,redisNetRead,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
net.c,redisNetWrite,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
net.c,redisPollMillis,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
net.c,redisSetBlocking,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
net.c,redisSetReuseAddr,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
net.c,redisSetTcpNoDelay,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
read.c,__redisReaderSetError,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
read.c,__redisReaderSetErrorOOM,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
read.c,__redisReaderSetErrorProtocolByte,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
read.c,chrtos,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
read.c,moveToNextTask,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
read.c,processAggregateItem,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
read.c,processBulkItem,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
read.c,processItem,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
read.c,processLineItem,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
read.c,redisReaderFeed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
read.c,redisReaderFree,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
read.c,redisReaderGetReply,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
read.c,redisReaderGrow,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
read.c,string2ll,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sds.c,hex_digit_to_int,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sds.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sds.c,sdsAllocSize,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
sds.c,sdsIncrLen,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
sds.c,sdsTest,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sds.c,sds_free,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sds.c,sdsclear,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sds.c,sdscmp,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sds.c,sdsfree,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
sds.c,sdsfreesplitres,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sds.c,sdsll2str,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
sds.c,sdsrange,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
sds.c,sdstolower,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sds.c,sdstoupper,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sds.c,sdsull2str,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
sds.c,sdsupdatelen,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sockcompat.c,_initWinsock,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
sockcompat.c,_updateErrno,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sockcompat.c,_wsaErrorToErrno,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sockcompat.c,win32_bind,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sockcompat.c,win32_close,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sockcompat.c,win32_connect,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sockcompat.c,win32_freeaddrinfo,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sockcompat.c,win32_getaddrinfo,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sockcompat.c,win32_getsockopt,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
sockcompat.c,win32_ioctl,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sockcompat.c,win32_poll,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
sockcompat.c,win32_recv,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
sockcompat.c,win32_redisKeepAlive,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
sockcompat.c,win32_send,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
sockcompat.c,win32_setsockopt,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
ssl.c,__redisSetError,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,initOpensslLocks,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,maybeCheckWant,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,opensslDoLock,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
ssl.c,redisFreeSSLContext,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,redisInitOpenSSL,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,redisInitiateSSL,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,redisInitiateSSLWithContext,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,redisSSLAsyncRead,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,redisSSLAsyncWrite,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
ssl.c,redisSSLConnect,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,redisSSLContextSetVerifyName,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
ssl.c,redisSSLFree,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,redisSSLRead,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
ssl.c,redisSSLWrite,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,sslLockAcquire,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,sslLockInit,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
ssl.c,sslLockRelease,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,array_cb,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,asCleanup,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,as_printerr,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,async_disconnect,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,commandCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,connectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,detect_debug_sleep,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,disconnect,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,disconnectCallback,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,do_reconnect,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,do_ssl_handshake,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,free_privdata,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,get_redis_version,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,integer_cb,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,millisleep,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,monitor_cb,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,null_cb,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,publish_msg,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,push_handler,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,push_handler_async,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,send_client_tracking,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,send_hello,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,subscribe_cb,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,subscribe_channel_a_cb,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,subscribe_channel_b_cb,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,subscribe_with_timeout_cb,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,test_allocator_injection,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_append_formatted_commands,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_async_polling,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_blocking_connection,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,test_blocking_connection_errors,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,test_blocking_connection_timeouts,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,test_blocking_io_errors,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,test_command_timeout_during_pubsub,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_format_commands,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,test_free_null,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_invalid_timeout_errors,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_monitor,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_privdata_hooks,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,test_pubsub_handling,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_pubsub_handling_resp3,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_pubsub_multiple_channels,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_reply_reader,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,test_resp3_push_handler,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_resp3_push_options,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_ssl_verify_name,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_tcp_options,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test.c,test_throughput,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,test_unix_keepalive,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,timeout_cb,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,unexpected_cb,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test.c,unexpected_push_cb,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
alloc.c,hi_free,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
alloc.c,hiredisResetAllocators,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
async.c,__redisAsyncCommand,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
async.c,__redisAsyncCopyError,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
async.c,__redisAsyncDisconnect,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
async.c,__redisAsyncFree,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
async.c,__redisAsyncHandleConnect,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
async.c,__redisAsyncHandleConnectFailure,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
async.c,__redisGetSubscribeCallback,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
async.c,__redisPushCallback,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
async.c,__redisRunCallback,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
async.c,__redisRunConnectCallback,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
async.c,__redisRunDisconnectCallback,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
async.c,__redisRunPushCallback,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
async.c,__redisSetError,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
