file,func,tool,gt_multiclass,pred_multiclass,message,is_correct
tests\misc_tests.c,cjson_functions_should_not_crash_with_null_pointers,nan,CWE-416,NO_CWE,LLM as reference GT,False
tests\misc_tests.c,cjson_get_number_value_should_get_a_number,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_tests.c,cjson_get_object_item_case_sensitive_should_get_object_items,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_tests.c,cjson_get_object_item_case_sensitive_should_not_crash_with_array,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_tests.c,cjson_get_object_item_should_get_object_items,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_tests.c,cjson_get_object_item_should_not_crash_with_array,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_tests.c,cjson_get_string_value_should_get_a_string,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_tests.c,cjson_parse_big_numbers_should_not_report_error,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_tests.c,cjson_replace_item_in_object_should_preserve_name,nan,CWE-590,NO_CWE,LLM as reference GT,False
tests\misc_tests.c,cjson_replace_item_via_pointer_should_replace_items,nan,CWE-590,NO_CWE,LLM as reference GT,False
tests\misc_tests.c,cjson_set_bool_value_must_not_break_objects,nan,CWE-476,NO_CWE,LLM as reference GT,False
tests\misc_tests.c,cjson_set_number_value_should_set_numbers,nan,CWE-681,NO_CWE,LLM as reference GT,False
tests\misc_tests.c,cjson_set_valuestring_should_return_null_if_strings_overlap,nan,CWE-805,NO_CWE,LLM as reference GT,False
tests\misc_tests.c,cjson_set_valuestring_to_object_should_not_leak_memory,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_tests.c,cjson_should_not_follow_too_deep_circular_references,nan,CWE-416,NO_CWE,LLM as reference GT,False
tests\misc_tests.c,cjson_should_not_parse_to_deeply_nested_jsons,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_tests.c,ensure_should_fail_on_failed_realloc,nan,CWE-415,NO_CWE,LLM as reference GT,False
tests\misc_tests.c,skip_utf8_bom_should_not_skip_bom_if_not_at_beginning,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_tests.c,skip_utf8_bom_should_skip_bom,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_tests.c,typecheck_functions_should_check_type,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_utils_tests.c,cjson_utils_functions_shouldnt_crash_with_null_pointers,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\misc_utils_tests.c,main,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\old_utils_tests.c,generate_merge_tests,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\old_utils_tests.c,json_pointer_tests,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\old_utils_tests.c,main,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\old_utils_tests.c,merge_patch_should_not_read_freed_memory_when_patch_is_subtree,nan,CWE-416,NO_CWE,LLM as reference GT,False
tests\old_utils_tests.c,merge_tests,nan,CWE-457,NO_CWE,LLM as reference GT,False
tests\old_utils_tests.c,misc_tests,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\old_utils_tests.c,sort_tests,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_array.c,assert_is_array,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_array.c,assert_not_array,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_array.c,assert_parse_array,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_array.c,parse_array_should_not_parse_non_arrays,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_array.c,parse_array_should_parse_arrays_with_multiple_elements,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_array.c,parse_array_should_parse_arrays_with_one_element,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_array.c,parse_array_should_parse_empty_arrays,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_examples.c,do_test,nan,CWE-120,NO_CWE,LLM as reference GT,False
tests\parse_examples.c,file_test10_should_be_parsed_and_printed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_examples.c,file_test11_should_be_parsed_and_printed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_examples.c,file_test1_should_be_parsed_and_printed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_examples.c,file_test2_should_be_parsed_and_printed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_examples.c,file_test3_should_be_parsed_and_printed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_examples.c,file_test4_should_be_parsed_and_printed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_examples.c,file_test5_should_be_parsed_and_printed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_examples.c,file_test6_should_not_be_parsed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_examples.c,file_test7_should_be_parsed_and_printed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_examples.c,file_test8_should_be_parsed_and_printed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_examples.c,file_test9_should_be_parsed_and_printed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_hex4.c,parse_hex4_should_parse_all_combinations,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_hex4.c,parse_hex4_should_parse_mixed_case,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_number.c,assert_is_number,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_number.c,assert_parse_big_number,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_number.c,assert_parse_number,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_big_numbers,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_negative_integers,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_negative_reals,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_positive_integers,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_positive_reals,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_zero,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_object.c,assert_is_child,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_object.c,assert_is_object,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_object.c,assert_not_object,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_object.c,assert_parse_object,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_object.c,parse_object_should_not_parse_non_objects,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_object.c,parse_object_should_parse_empty_objects,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_object.c,parse_object_should_parse_objects_with_multiple_elements,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_object.c,parse_object_should_parse_objects_with_one_element,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_string.c,assert_is_string,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_string.c,assert_not_parse_string,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_string.c,assert_parse_string,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_not_overflow_with_closing_backslash,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_not_parse_invalid_backslash,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_not_parse_non_strings,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_parse_bug_94,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_parse_strings,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_parse_utf16_surrogate_pairs,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_value.c,assert_is_value,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_value.c,assert_parse_value,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_array,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_false,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_null,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_number,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_object,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_string,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_true,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_array.c,assert_print_array,nan,CWE-121,NO_CWE,LLM as reference GT,False
tests\print_array.c,print_array_should_print_arrays_with_multiple_elements,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_array.c,print_array_should_print_arrays_with_one_element,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_array.c,print_array_should_print_empty_arrays,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_number.c,assert_print_number,nan,CWE-120,NO_CWE,LLM as reference GT,False
tests\print_number.c,print_number_should_print_negative_integers,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_number.c,print_number_should_print_negative_reals,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_number.c,print_number_should_print_non_number,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_number.c,print_number_should_print_positive_integers,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_number.c,print_number_should_print_positive_reals,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_number.c,print_number_should_print_zero,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_object.c,assert_print_object,nan,CWE-121,NO_CWE,LLM as reference GT,False
tests\print_object.c,print_object_should_print_empty_objects,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_object.c,print_object_should_print_objects_with_multiple_elements,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_object.c,print_object_should_print_objects_with_one_element,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_string.c,assert_print_string,nan,CWE-121,NO_CWE,LLM as reference GT,False
tests\print_string.c,print_string_should_print_ascii,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_string.c,print_string_should_print_empty_strings,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_string.c,print_string_should_print_utf8,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_value.c,assert_print_value,nan,CWE-787,NO_CWE,LLM as reference GT,False
tests\print_value.c,print_value_should_print_array,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_false,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_null,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_number,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_object,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_string,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_true,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\readme_examples.c,create_monitor,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\readme_examples.c,create_monitor_should_create_a_monitor,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\readme_examples.c,create_monitor_with_helpers_should_create_a_monitor,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\readme_examples.c,supports_full_hd,nan,CWE-476,NO_CWE,LLM as reference GT,False
tests\readme_examples.c,supports_full_hd_should_check_for_full_hd_support,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\src\ProductionCode.c,FindFunction_WhichIsBroken,nan,CWE-125,NO_CWE,LLM as reference GT,False
tests\unity\examples\example_1\src\ProductionCode.c,FunctionWhichReturnsLocalVariable,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\src\ProductionCode2.c,ThisFunctionHasNotBeenTested,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,setUp,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,tearDown,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,test_FindFunction_WhichIsBroken_ShouldReturnTheIndexForItemsInList_WhichWillFailBecauseOurFunctionUnderTestIsBroken,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,test_FindFunction_WhichIsBroken_ShouldReturnZeroIfItemIsNotInList_WhichWorksEvenInOurBrokenCode,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,test_FunctionWhichReturnsLocalVariable_ShouldReturnCurrentCounter_ButFailsBecauseThisTestIsActuallyFlawed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,test_FunctionWhichReturnsLocalVariable_ShouldReturnTheCurrentCounterValue,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,test_FunctionWhichReturnsLocalVariable_ShouldReturnTheCurrentCounterValueAgain,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode2.c,setUp,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode2.c,tearDown,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode2.c,test_AnotherIgnoredTest,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode2.c,test_IgnoredTest,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode2.c,test_ThisFunctionHasNotBeenTested_NeedsToBeImplemented,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\test_runners\TestProductionCode2_Runner.c,main,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\test_runners\TestProductionCode2_Runner.c,resetTest,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\test_runners\TestProductionCode_Runner.c,main,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_1\test\test_runners\TestProductionCode_Runner.c,resetTest,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_2\src\ProductionCode.c,FindFunction_WhichIsBroken,nan,CWE-125,NO_CWE,LLM as reference GT,False
tests\unity\examples\example_2\src\ProductionCode.c,FunctionWhichReturnsLocalVariable,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_2\src\ProductionCode2.c,ThisFunctionHasNotBeenTested,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_2\test\test_runners\all_tests.c,RunAllTests,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_2\test\test_runners\all_tests.c,main,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\helper\UnityHelper.c,AssertEqualExampleStruct,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\src\ProductionCode.c,FindFunction_WhichIsBroken,nan,CWE-125,NO_CWE,LLM as reference GT,False
tests\unity\examples\example_3\src\ProductionCode.c,FunctionWhichReturnsLocalVariable,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\src\ProductionCode2.c,ThisFunctionHasNotBeenTested,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode.c,setUp,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode.c,tearDown,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode.c,test_FindFunction_WhichIsBroken_ShouldReturnTheIndexForItemsInList_WhichWillFailBecauseOurFunctionUnderTestIsBroken,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode.c,test_FindFunction_WhichIsBroken_ShouldReturnZeroIfItemIsNotInList_WhichWorksEvenInOurBrokenCode,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode.c,test_FunctionWhichReturnsLocalVariable_ShouldReturnCurrentCounter_ButFailsBecauseThisTestIsActuallyFlawed,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode.c,test_FunctionWhichReturnsLocalVariable_ShouldReturnTheCurrentCounterValue,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode.c,test_FunctionWhichReturnsLocalVariable_ShouldReturnTheCurrentCounterValueAgain,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode2.c,setUp,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode2.c,tearDown,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode2.c,test_AnotherIgnoredTest,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode2.c,test_IgnoredTest,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\examples\example_3\test\TestProductionCode2.c,test_ThisFunctionHasNotBeenTested_NeedsToBeImplemented,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\extras\fixture\src\unity_fixture.c,UnityConcludeFixtureTest,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\extras\fixture\src\unity_fixture.c,UnityGetCommandLineOptions,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\extras\fixture\src\unity_fixture.c,UnityIgnoreTest,nan,NO_CWE,NO_CWE,LLM as reference GT,True
tests\unity\extras\fixture\src\unity_fixture.c,UnityMain,nan,NO_CWE,NO_CWE,LLM as reference GT,True
