file,func,tool,gt_binary,pred_binary,message,is_correct
test.c,print_preallocated,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\cjson_add.c,cJSON_add_array_should_add_array,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cJSON_add_object_should_add_object,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\cjson_add.c,cjson_add_array_should_fail_on_allocation_failure,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_array_should_fail_with_null_pointers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_bool_should_add_bool,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_bool_should_fail_on_allocation_failure,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_bool_should_fail_with_null_pointers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_false_should_add_false,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_false_should_fail_on_allocation_failure,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\cjson_add.c,cjson_add_false_should_fail_with_null_pointers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_null_should_add_null,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_null_should_fail_on_allocation_failure,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\cjson_add.c,cjson_add_null_should_fail_with_null_pointers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_number_should_add_number,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_number_should_fail_on_allocation_failure,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_number_should_fail_with_null_pointers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_object_should_fail_on_allocation_failure,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\cjson_add.c,cjson_add_object_should_fail_with_null_pointers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_raw_should_add_raw,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_raw_should_fail_on_allocation_failure,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\cjson_add.c,cjson_add_raw_should_fail_with_null_pointers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_string_should_add_string,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_string_should_fail_on_allocation_failure,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_string_should_fail_with_null_pointers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_true_should_add_true,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_true_should_fail_on_allocation_failure,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_add_true_should_fail_with_null_pointers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_create_double_array_should_fail_on_allocation_failure,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_create_float_array_should_fail_on_allocation_failure,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_create_int_array_should_fail_on_allocation_failure,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\cjson_add.c,cjson_create_string_array_should_fail_on_allocation_failure,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\compare_tests.c,cjson_compare_should_compare_arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\compare_tests.c,cjson_compare_should_compare_booleans,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\compare_tests.c,cjson_compare_should_compare_invalid_as_not_equal,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\compare_tests.c,cjson_compare_should_compare_null,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\compare_tests.c,cjson_compare_should_compare_null_pointer_as_not_equal,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\compare_tests.c,cjson_compare_should_compare_numbers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\compare_tests.c,cjson_compare_should_compare_objects,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\compare_tests.c,cjson_compare_should_compare_raw,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\compare_tests.c,cjson_compare_should_compare_strings,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\compare_tests.c,cjson_compare_should_not_accept_invalid_types,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\json_patch_tests.c,cjson_utils_should_pass_json_patch_test_cjson_utils_tests,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\json_patch_tests.c,cjson_utils_should_pass_json_patch_test_spec_tests,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\json_patch_tests.c,cjson_utils_should_pass_json_patch_test_tests,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\json_patch_tests.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\minify_tests.c,cjson_minify_should_not_overflow_buffer,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\minify_tests.c,cjson_minify_should_remove_single_line_comments,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\minify_tests.c,cjson_minify_should_remove_spaces,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_add_item_to_object_or_array_should_not_add_itself,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_add_item_to_object_should_not_use_after_free_when_string_is_aliased,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_array_foreach_should_loop_over_arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_array_foreach_should_not_dereference_null_pointer,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\misc_tests.c,cjson_create_array_reference_should_create_an_array_reference,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\misc_tests.c,cjson_create_object_reference_should_create_an_object_reference,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\misc_tests.c,cjson_create_string_reference_should_create_a_string_reference,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_delete_item_from_array_should_not_broken_list_structure,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_detach_item_via_pointer_should_detach_items,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_detach_item_via_pointer_should_return_null_if_item_prev_is_null,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_functions_should_not_crash_with_null_pointers,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\misc_tests.c,cjson_get_number_value_should_get_a_number,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_get_object_item_case_sensitive_should_get_object_items,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_get_object_item_case_sensitive_should_not_crash_with_array,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_get_object_item_should_get_object_items,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_get_object_item_should_not_crash_with_array,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_get_string_value_should_get_a_string,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_parse_big_numbers_should_not_report_error,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_replace_item_in_object_should_preserve_name,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\misc_tests.c,cjson_replace_item_via_pointer_should_replace_items,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\misc_tests.c,cjson_set_bool_value_must_not_break_objects,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\misc_tests.c,cjson_set_number_value_should_set_numbers,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\misc_tests.c,cjson_set_valuestring_should_return_null_if_strings_overlap,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\misc_tests.c,cjson_set_valuestring_to_object_should_not_leak_memory,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,cjson_should_not_follow_too_deep_circular_references,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\misc_tests.c,cjson_should_not_parse_to_deeply_nested_jsons,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,ensure_should_fail_on_failed_realloc,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\misc_tests.c,skip_utf8_bom_should_not_skip_bom_if_not_at_beginning,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,skip_utf8_bom_should_skip_bom,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_tests.c,typecheck_functions_should_check_type,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_utils_tests.c,cjson_utils_functions_shouldnt_crash_with_null_pointers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\misc_utils_tests.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\old_utils_tests.c,generate_merge_tests,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\old_utils_tests.c,json_pointer_tests,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\old_utils_tests.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\old_utils_tests.c,merge_patch_should_not_read_freed_memory_when_patch_is_subtree,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\old_utils_tests.c,merge_tests,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\old_utils_tests.c,misc_tests,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\old_utils_tests.c,sort_tests,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_array.c,assert_is_array,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_array.c,assert_not_array,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_array.c,assert_parse_array,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_array.c,parse_array_should_not_parse_non_arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_array.c,parse_array_should_parse_arrays_with_multiple_elements,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_array.c,parse_array_should_parse_arrays_with_one_element,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_array.c,parse_array_should_parse_empty_arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_examples.c,do_test,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\parse_examples.c,file_test10_should_be_parsed_and_printed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_examples.c,file_test11_should_be_parsed_and_printed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_examples.c,file_test1_should_be_parsed_and_printed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_examples.c,file_test2_should_be_parsed_and_printed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_examples.c,file_test3_should_be_parsed_and_printed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_examples.c,file_test4_should_be_parsed_and_printed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_examples.c,file_test5_should_be_parsed_and_printed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_examples.c,file_test6_should_not_be_parsed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_examples.c,file_test7_should_be_parsed_and_printed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_examples.c,file_test8_should_be_parsed_and_printed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_examples.c,file_test9_should_be_parsed_and_printed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_hex4.c,parse_hex4_should_parse_all_combinations,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_hex4.c,parse_hex4_should_parse_mixed_case,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_number.c,assert_is_number,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_number.c,assert_parse_big_number,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_number.c,assert_parse_number,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_big_numbers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_negative_integers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_negative_reals,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_positive_integers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_positive_reals,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_number.c,parse_number_should_parse_zero,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_object.c,assert_is_child,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_object.c,assert_is_object,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_object.c,assert_not_object,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_object.c,assert_parse_object,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_object.c,parse_object_should_not_parse_non_objects,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_object.c,parse_object_should_parse_empty_objects,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_object.c,parse_object_should_parse_objects_with_multiple_elements,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_object.c,parse_object_should_parse_objects_with_one_element,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_string.c,assert_is_string,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_string.c,assert_not_parse_string,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_string.c,assert_parse_string,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_not_overflow_with_closing_backslash,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_not_parse_invalid_backslash,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_not_parse_non_strings,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_parse_bug_94,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_parse_strings,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_string.c,parse_string_should_parse_utf16_surrogate_pairs,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_value.c,assert_is_value,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_value.c,assert_parse_value,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_array,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_false,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_null,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_number,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_object,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_string,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\parse_value.c,parse_value_should_parse_true,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_array.c,assert_print_array,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\print_array.c,print_array_should_print_arrays_with_multiple_elements,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_array.c,print_array_should_print_arrays_with_one_element,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_array.c,print_array_should_print_empty_arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_number.c,assert_print_number,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\print_number.c,print_number_should_print_negative_integers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_number.c,print_number_should_print_negative_reals,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_number.c,print_number_should_print_non_number,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_number.c,print_number_should_print_positive_integers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_number.c,print_number_should_print_positive_reals,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_number.c,print_number_should_print_zero,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_object.c,assert_print_object,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\print_object.c,print_object_should_print_empty_objects,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_object.c,print_object_should_print_objects_with_multiple_elements,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_object.c,print_object_should_print_objects_with_one_element,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_string.c,assert_print_string,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\print_string.c,print_string_should_print_ascii,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_string.c,print_string_should_print_empty_strings,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_string.c,print_string_should_print_utf8,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_value.c,assert_print_value,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\print_value.c,print_value_should_print_array,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_false,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_null,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_number,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_object,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_string,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\print_value.c,print_value_should_print_true,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\readme_examples.c,create_monitor,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\readme_examples.c,create_monitor_should_create_a_monitor,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\readme_examples.c,create_monitor_with_helpers_should_create_a_monitor,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\readme_examples.c,supports_full_hd,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\readme_examples.c,supports_full_hd_should_check_for_full_hd_support,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\src\ProductionCode.c,FindFunction_WhichIsBroken,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\unity\examples\example_1\src\ProductionCode.c,FunctionWhichReturnsLocalVariable,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\src\ProductionCode2.c,ThisFunctionHasNotBeenTested,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,setUp,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,tearDown,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,test_FindFunction_WhichIsBroken_ShouldReturnTheIndexForItemsInList_WhichWillFailBecauseOurFunctionUnderTestIsBroken,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,test_FindFunction_WhichIsBroken_ShouldReturnZeroIfItemIsNotInList_WhichWorksEvenInOurBrokenCode,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,test_FunctionWhichReturnsLocalVariable_ShouldReturnCurrentCounter_ButFailsBecauseThisTestIsActuallyFlawed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,test_FunctionWhichReturnsLocalVariable_ShouldReturnTheCurrentCounterValue,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode.c,test_FunctionWhichReturnsLocalVariable_ShouldReturnTheCurrentCounterValueAgain,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode2.c,setUp,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode2.c,tearDown,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode2.c,test_AnotherIgnoredTest,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode2.c,test_IgnoredTest,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\TestProductionCode2.c,test_ThisFunctionHasNotBeenTested_NeedsToBeImplemented,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\test_runners\TestProductionCode2_Runner.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\test_runners\TestProductionCode2_Runner.c,resetTest,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\test_runners\TestProductionCode_Runner.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_1\test\test_runners\TestProductionCode_Runner.c,resetTest,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\examples\example_2\src\ProductionCode.c,FindFunction_WhichIsBroken,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\unity\examples\example_2\src\ProductionCode.c,FunctionWhichReturnsLocalVariable,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
