file,func,tool,gt_binary,pred_binary,message,is_correct
contrib\minizip\miniunz.c,mymkdir,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,check_exist_file,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,do_banner,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,do_help,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,filetime,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,getFileCrc,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,isLargeFile,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\puff\bin-writer.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\puff\pufftest.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\testzlib\testzlib.c,BeginCountPerfCounter,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\testzlib\testzlib.c,BeginCountRdtsc,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\testzlib\testzlib.c,MyDoMinus64,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\testzlib\testzlib.c,ReadFileMemory,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\testzlib\testzlib.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\testzlib\testzlib.c,myGetRDTSC32,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
crc32.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\enough.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\fitblk.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\gun.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\gzappend.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\gzjoin.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\gzlog.c,gzlog_close,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\gzlog.c,gzlog_compress,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\gzlog.c,gzlog_write,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\gznorm.c,main,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\zpipe.c,def,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zpipe.c,inf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zpipe.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zpipe.c,zerr,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zran.c,deflate_index_build,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\zran.c,deflate_index_free,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zran.c,inflatePreface,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zran.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
inftrees.c,inflate_fixed,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
inftrees.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\example.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\example.c,myfree,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\example.c,test_deflate,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\example.c,test_dict_deflate,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test\example.c,test_flush,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test\example.c,test_gzio,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test\infcover.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,error,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,file_compress,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test\minigzip.c,file_uncompress,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test\minigzip.c,gz_compress,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,gz_compress_mmap,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test\minigzip.c,gz_uncompress,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,gzclose,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,gzread,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,gzwrite,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,main,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,myfree,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,pwinerror,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\blast\blast-test.c,main,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\infback9\infback9.c,makefixed9,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\iostream2\zstream_test.cpp,main,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\iostream3\test.cc,main,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\iostream\test.cpp,main,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\ioapi.c,call_zseek64,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\ioapi.c,fill_fopen64_filefunc,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\ioapi.c,fill_fopen_filefunc,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\minizip\ioapi.c,fill_zlib_filefunc64_32_def_from_filefunc32,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc64,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc64A,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc64W,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,Display64BitsSize,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,change_file_date,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_banner,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_extract,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\minizip\miniunz.c,do_extract_currentfile,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_extract_onefile,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_help,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_list,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\minizip\miniunz.c,main,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,makedir,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\miniunz.c,mymkdir,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\minizip.c,check_exist_file,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,do_banner,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,do_help,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,filetime,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,getFileCrc,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\minizip.c,isLargeFile,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\minizip.c,main,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\puff\bin-writer.c,main,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\puff\pufftest.c,main,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\testzlib\testzlib.c,BeginCountPerfCounter,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\testzlib\testzlib.c,BeginCountRdtsc,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\testzlib\testzlib.c,MyDoMinus64,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\testzlib\testzlib.c,ReadFileMemory,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\testzlib\testzlib.c,main,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\testzlib\testzlib.c,myGetRDTSC32,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
crc32.c,main,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\enough.c,main,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\fitblk.c,main,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\gun.c,main,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\gzappend.c,main,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
examples\gzjoin.c,main,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\gzlog.c,gzlog_close,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\gzlog.c,gzlog_compress,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\gzlog.c,gzlog_write,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\gznorm.c,main,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
examples\zpipe.c,def,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
examples\zpipe.c,inf,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
examples\zpipe.c,main,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zpipe.c,zerr,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zran.c,deflate_index_build,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\zran.c,deflate_index_free,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zran.c,inflatePreface,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
examples\zran.c,main,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
inftrees.c,inflate_fixed,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
inftrees.c,main,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\example.c,main,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\example.c,myfree,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\example.c,test_deflate,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\example.c,test_dict_deflate,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test\example.c,test_flush,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test\example.c,test_gzio,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test\infcover.c,main,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,error,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,file_compress,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
test\minigzip.c,file_uncompress,cppcheck,VULNERABLE,VULNERABLE,LLM as reference GT,True
test\minigzip.c,gz_compress,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,gz_compress_mmap,cppcheck,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test\minigzip.c,gz_uncompress,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\minigzip.c,gzclose,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\minigzip.c,gzread,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\minigzip.c,gzwrite,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\minigzip.c,main,cppcheck,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\minigzip.c,myfree,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,pwinerror,cppcheck,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\blast\blast-test.c,main,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\infback9\infback9.c,makefixed9,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\iostream2\zstream_test.cpp,main,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\iostream3\test.cc,main,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\iostream\test.cpp,main,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\ioapi.c,call_zseek64,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\ioapi.c,fill_fopen64_filefunc,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\ioapi.c,fill_fopen_filefunc,rats,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\minizip\ioapi.c,fill_zlib_filefunc64_32_def_from_filefunc32,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc64,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc64A,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc64W,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,Display64BitsSize,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\miniunz.c,change_file_date,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_banner,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\miniunz.c,do_extract,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_extract_currentfile,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_extract_onefile,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\miniunz.c,do_help,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\miniunz.c,do_list,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,main,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,makedir,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\miniunz.c,mymkdir,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\minizip.c,check_exist_file,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,do_banner,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\minizip.c,do_help,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\minizip.c,filetime,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,getFileCrc,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\minizip.c,isLargeFile,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\minizip.c,main,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\puff\bin-writer.c,main,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\puff\pufftest.c,main,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\testzlib\testzlib.c,BeginCountPerfCounter,rats,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\testzlib\testzlib.c,BeginCountRdtsc,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\testzlib\testzlib.c,MyDoMinus64,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\testzlib\testzlib.c,ReadFileMemory,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\testzlib\testzlib.c,main,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\testzlib\testzlib.c,myGetRDTSC32,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
crc32.c,main,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\enough.c,main,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\fitblk.c,main,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\gun.c,main,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\gzappend.c,main,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
examples\gzjoin.c,main,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\gzlog.c,gzlog_close,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\gzlog.c,gzlog_compress,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\gzlog.c,gzlog_write,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\gznorm.c,main,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\zpipe.c,def,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
examples\zpipe.c,inf,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
examples\zpipe.c,main,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zpipe.c,zerr,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zran.c,deflate_index_build,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
examples\zran.c,deflate_index_free,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
examples\zran.c,inflatePreface,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
examples\zran.c,main,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
inftrees.c,inflate_fixed,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
inftrees.c,main,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\example.c,main,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\example.c,myfree,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\example.c,test_deflate,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\example.c,test_dict_deflate,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
test\example.c,test_flush,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
test\example.c,test_gzio,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
test\infcover.c,main,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\minigzip.c,error,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\minigzip.c,file_compress,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
test\minigzip.c,file_uncompress,rats,VULNERABLE,VULNERABLE,LLM as reference GT,True
test\minigzip.c,gz_compress,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\minigzip.c,gz_compress_mmap,rats,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
test\minigzip.c,gz_uncompress,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,gzclose,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,gzread,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\minigzip.c,gzwrite,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,main,rats,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
test\minigzip.c,myfree,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
test\minigzip.c,pwinerror,rats,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\blast\blast-test.c,main,flawfinder,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\infback9\infback9.c,makefixed9,flawfinder,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\iostream2\zstream_test.cpp,main,flawfinder,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\iostream3\test.cc,main,flawfinder,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\iostream\test.cpp,main,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\ioapi.c,call_zseek64,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\ioapi.c,fill_fopen64_filefunc,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\ioapi.c,fill_fopen_filefunc,flawfinder,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\minizip\ioapi.c,fill_zlib_filefunc64_32_def_from_filefunc32,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc64,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc64A,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\iowin32.c,fill_win32_filefunc64W,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,Display64BitsSize,flawfinder,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\miniunz.c,change_file_date,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_banner,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_extract,flawfinder,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
contrib\minizip\miniunz.c,do_extract_currentfile,flawfinder,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_extract_onefile,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_help,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,do_list,flawfinder,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,main,flawfinder,VULNERABLE,VULNERABLE,LLM as reference GT,True
contrib\minizip\miniunz.c,makedir,flawfinder,NON_VULNERABLE,VULNERABLE,LLM as reference GT,False
contrib\minizip\miniunz.c,mymkdir,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,check_exist_file,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,do_banner,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
contrib\minizip\minizip.c,do_help,flawfinder,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
